bounce,category,category_rank,country_rank,global_rank,organic_search,paid_search,ppv,time,traffic_direct,traffic_display,traffic_mail,traffic_referrals,traffic_search,traffic_social,url,visits
31.34,Crafts,3439,157953,576141,99.78,0.22,5.41,00:02:26,19.61,0,0,5.06,75.01,0.32,nationalartcraft.com,32700
44.03,Crafts,2353,108645,418375,57.63,42.37,2.64,00:01:38,14.76,0,5.43,7.1,67.33,5.38,allstitch.net,77100
21.13,Crafts,1652,77667,314857,90.38,9.62,4.56,00:03:06,9.42,0,17.92,8.8,58.59,5.26,sewforless.com,99500
37.61,Crafts,2730,149662,477239,100,0,4.37,00:01:53,38.14,0,1.99,15.56,36.25,8.07,nordicneedle.com,46100
43.99,Crafts,2904,159023,501930,91.01,8.99,1.9,00:00:53,19.01,0,0,8.13,72.49,0.37,seattlefabrics.com,79300
46.57,Crafts,3569,175960,594011,100,0,2.03,00:01:21,8.64,0,2.96,26.62,52.6,9.19,craftandfabriclinks.com,67400
24.87,Crafts,19,53994,195226,95.93,4.07,9.56,00:04:44,44.84,0.27,0,9.31,42.12,3.46,spandexworld.com,114100
28.24,Crafts,3981,179711,657557,100,0,2.93,00:01:15,29.06,0,0,22.11,43.31,5.52,glasscrafters.biz,49500
36.95,Crafts,2168,174296,681388,60.07,39.93,5.5,00:13:46,20.55,0,0.32,17.12,61.04,0.96,woodlandmanufacturing.com,23000
15.15,Crafts,2015,98894,368978,98.52,1.48,2.88,00:01:06,22.48,4.5,5.94,12.33,54.66,0.09,misterart.com,103800
48.43,Crafts,519,249960,769252,100,0,1.45,00:00:42,18.87,0,1.79,42.43,19.83,17.08,purplekittyyarns.com,49000
36.64,Crafts,4084,685466,670116,100,0,7.04,00:02:48,23.4,0,0,4.95,66.35,5.3,needlework.ru,20600
50.44,Crafts,98696,213640,772408,74.12,25.88,1.61,00:01:24,16.46,0,7.73,10.12,30.41,35.28,craft-e-corner.com,43100
30.6,Crafts,3142,252310,532745,100,0,4.38,00:02:22,22.66,0,0,15.64,57.35,4.35,jalie.com,48400
59.57,Crafts,4627,390640,742911,99.89,0.11,1.31,00:00:40,7.04,0,0,2.37,90.5,0.09,yarnfwd.com,52000
32.31,Crafts,110670,718956,1187791,,,3.63,00:03:14,15.83,0,0.48,32.7,47.48,3.5,wildginger.com,15400
38.71,Crafts,4904,242000,779710,86,14,2.69,00:02:05,19.51,0,0,10.8,63.51,6.19,embroiderthis.com,57100
42.03,Crafts,2217,107606,398067,83.91,16.09,6.12,00:02:45,17.89,4.6,4.51,14.98,52.37,5.65,decoratorsbest.com,48600
27.87,Crafts,2720,117970,476294,100,0,9.19,00:05:47,16.02,0,36.28,12.59,28.75,6.37,littleknits.com,27700
34.58,Crafts,2776,168499,482925,99.59,0.41,14.7,00:05:34,19.94,0,0,6.65,57.72,15.69,crosstitch.com,24900
53.89,Crafts,7673,692140,1161348,,,2.95,00:02:16,37.91,0,0.73,10.44,43.54,7.37,craftdesignonline.com,16400
38.9,Crafts,6049,86442,933547,96.71,3.29,3.9,00:02:12,14.43,0,0.89,20.13,59.77,4.77,barnyarns.co.uk,20300
35.93,Crafts,2867,133611,495999,81.26,18.74,2.82,00:01:52,14.05,2.63,14.74,7.98,58.26,2.34,halcyonyarn.com,60500
36.34,Crafts,2632,124405,462612,100,0,3.39,00:01:19,20.31,0.04,0,5.68,73.34,0.63,blacksmithsdepot.com,70300
28.88,Crafts,3945,177109,651059,100,0,2.36,00:01:01,51.23,0,0,24.5,24.27,0,thesilverneedle.com,54600
29.24,Crafts,2909,150905,502826,99.76,0.24,5.01,00:02:07,28.88,0,0.36,17.32,52.14,1.3,saveonscents.com,48200
7.94,Crafts,8800,463892,1329783,,,4.26,00:00:51,0,0,0,0.66,98.69,0.66,addineedleshop.com,17900
36.15,Crafts,3247,48869,548796,100,0,6.72,00:04:13,35.45,0,11.82,4.48,48.05,0.21,craftsulove.co.uk,26000
35.83,Crafts,1229,23180,249294,99.14,0.86,5.54,00:02:41,9.74,0,8.74,10.24,68.58,2.71,laughinghens.com,99300
39.34,Crafts,5614,356004,875888,100,0,3.41,00:02:29,11.76,0,0,1.69,81.11,5.44,russian-crafts.com,21800
43.27,Crafts,4602,238906,740326,99.76,0.24,5.18,00:04:40,13.48,0,0.51,8.44,76.34,1.23,mosaicartsupply.com,20200
18.91,Crafts,5427,219253,853744,98.93,1.07,4.58,00:03:04,22.09,0.24,4.35,16.19,53.27,3.86,candlemaking.com,23700
46.19,Crafts,72721,220051,781235,100,0,1.99,00:02:07,29.26,0,0,3.67,64.23,2.84,brettunsvillage.com,36800
39.9,Crafts,1152,117396,441492,99.29,0.71,8.95,00:06:04,55.71,0,3.52,21.95,16.97,1.87,auntiesbeads.com,32200
31.39,Crafts,218,291338,866619,97.55,2.45,4.26,00:02:34,15.58,0.25,0,13.29,65.45,5.44,bloomsbythebox.com,22200
33.89,Crafts,5822,92553,901377,100,0,9.12,00:02:33,0,0,26.28,22.83,42.94,7.96,thetoftalpacashop.co.uk,11900
46.45,Crafts,2160,281288,1113232,,,3.52,00:01:50,33.52,2.52,4.15,5.51,54.31,0,bindersart.com,15700
52.14,Crafts,500,238403,744327,100,0,1.79,00:00:50,27.06,0,3.91,11.1,46.67,11.25,stitchdiva.com,41500
15.5,Crafts,4337,209087,702284,60.24,39.76,12.56,00:04:17,28.09,0.35,0,11.06,49.05,11.45,istencils.com,18100
22.38,Crafts,2567,115189,452093,100,0,7.62,00:02:56,19.1,0,0,4.7,76.2,0,axner.com,53600
26.04,Crafts,90074,186809,715976,88.34,11.66,1.8,00:01:01,22.74,0,0.94,8.77,66.2,1.35,realmilkpaint.com,58200
29.95,Crafts,2663,117880,466490,100,0,3.65,00:00:46,13.71,0,0,2.21,84.09,0,mikestools.com,61600
39.63,Consumer_Electronics,2,34,131,76.09,23.91,5.4,00:05:06,37.22,0.95,4.08,17.55,37.62,2.58,bestbuy.com,238100000
38.35,Consumer_Electronics,5,112,394,83.24,16.76,5.25,00:05:21,42.26,3.34,5.42,14.04,29.63,5.31,newegg.com,80900000
47.83,Consumer_Electronics,14,45,676,94.79,5.21,3.48,00:03:16,45.94,0.95,5.11,15,28.29,4.72,sky.com,59900000
40.51,Consumer_Electronics,34,348,1365,89.55,10.45,5.2,00:04:28,40.56,0.5,3.59,20.56,33.56,1.24,directv.com,25600000
48.04,Consumer_Electronics,14,1983,3906,99.27,0.73,3.65,00:03:18,23.1,0.12,1.01,10.99,63.53,1.25,sony.com,11400000
43.17,Consumer_Electronics,24,469,1868,84.09,15.91,5.49,00:04:42,41.06,0.11,11.88,12.86,26.89,7.2,frys.com,19200000
36.91,Consumer_Electronics,187,393,10910,89.59,10.41,4.68,00:05:27,36.68,0.2,1.15,19.7,41.69,0.57,mobikwik.com,3600000
44.99,Consumer_Electronics,92,1936,7493,89.2,10.8,4.63,00:02:45,43.32,2.61,9.12,9.34,34.82,0.79,tigerdirect.com,5300000
42.93,Consumer_Electronics,54,821,3199,92.98,7.02,4.03,00:03:45,60.49,0.22,5.53,12.61,19.6,1.54,siriusxm.com,13400000
47.41,Consumer_Electronics,30,2762,8437,81.19,18.81,3.33,00:02:49,25.29,5.36,2.17,10.49,55.31,1.38,bose.com,5600000
53.04,Consumer_Electronics,54,1236,4449,83.39,16.61,4.62,00:03:58,22.12,1.96,2.07,8.41,64.56,0.89,crutchfield.com,9000000
47.77,Consumer_Electronics,90,1081,4284,82.77,17.23,4.57,00:11:18,24.35,0.64,2.82,45.82,25.29,1.08,dish.com,9300000
38.76,Consumer_Electronics,96,2004,7716,69.27,30.73,5.11,00:04:14,44.64,5.06,4.86,12.72,27.94,4.77,monoprice.com,5000000
61.58,Consumer_Electronics,52,645,2582,94.47,5.53,3.18,00:03:38,32.08,1.17,7.79,14.59,42.76,1.61,cricketwireless.com,18800000
37.07,Consumer_Electronics,132,2687,10205,100,0,5.15,00:04:27,43.25,0.01,3.9,18.08,32.88,1.88,swappa.com,3900000
57.58,Consumer_Electronics,65,118,469,85.31,14.69,2.07,00:02:06,28.29,2.49,2.94,16.91,47.32,2.06,boostmobile.com,117600000
54.85,Consumer_Electronics,1520,1332,14905,98.97,1.03,3.01,00:02:30,18.77,0.53,1.5,9.79,68.51,0.9,sony.co.uk,3300000
40.72,Consumer_Electronics,79,7426,17765,95.36,4.64,4.37,00:03:14,24.39,0.27,11.63,7.89,47.74,8.09,anker.com,2400000
,Consumer_Electronics,,,,,,,,,,,,,,vodafone.ie,
40.85,Consumer_Electronics,29,4498,18418,80.4,19.6,4.66,00:02:53,24.6,2.75,3.58,12.3,56.11,0.66,gazelle.com,2100000
67.05,Consumer_Electronics,210,476,12067,91.39,8.61,4.7,00:02:29,58.54,0.39,0.5,16.12,24,0.45,micromaxinfo.com,3500000
34.37,Consumer_Electronics,89,1742,7199,78.06,21.94,5.22,00:04:32,19.68,0.53,10.45,19.65,48.22,1.48,hhgregg.com,5200000
35.97,Consumer_Electronics,239,4737,18922,94.44,5.56,3.82,00:02:27,23.72,0.12,0.99,11.88,61.78,1.5,radioshack.com,2200000
41.58,Consumer_Electronics,481,2860,16865,100,0,2.63,00:01:53,6.27,0.07,0.19,4.45,88.69,0.33,getjar.com,3200000
49.87,Consumer_Electronics,2458,6348,24754,59.85,40.15,3.45,00:02:50,32.79,3.36,8.15,13.04,38.26,4.39,hammacher.com,1700000
60.28,Consumer_Electronics,208,4133,16962,54.55,45.45,3.1,00:02:30,22.25,6.22,2.18,12.79,55.88,0.67,abt.com,2800000
52.75,Consumer_Electronics,238,5672,18908,90.1,9.9,5.27,00:04:04,31.25,1.2,2.94,14.81,46.34,3.46,parts-express.com,2000000
41.29,Consumer_Electronics,336,7441,28401,78.56,21.44,4.48,00:03:15,42.11,1.86,5.7,9.19,40.23,0.91,zagg.com,1400000
51.09,Consumer_Electronics,197,4361,16115,79.1,20.9,5.01,00:03:33,19.95,1.14,2.14,15.27,60.01,1.48,sonicelectronix.com,2400000
43.76,Consumer_Electronics,389,491,34765,69.22,30.78,3.18,00:02:47,30.97,1.98,12.57,13.12,40.12,1.25,dicksmith.com.au,1300000
40.89,Consumer_Electronics,2312,4812,19818,96.22,3.78,4.45,00:04:42,53.17,1.16,3.36,12.94,26.03,3.33,tivo.com,2100000
38.78,Consumer_Electronics,281,5476,22858,75.97,24.03,4.67,00:03:23,11.87,0.08,1.04,6.38,80.27,0.36,batteriesplus.com,1600000
50.99,Consumer_Electronics,632,26407,57080,97.91,2.09,2.9,00:02:38,22.46,0.83,0.93,10.02,64.26,1.5,jabra.com,792500
37.01,Consumer_Electronics,575,14721,50823,92.84,7.16,4.78,00:03:27,18.28,0.13,1.26,7.16,71.85,1.32,skinit.com,716000
54.11,Consumer_Electronics,498,20773,61755,83.96,16.04,2.9,00:02:27,24.45,0.49,1.09,9.8,62.11,2.06,mophie.com,752200
55.26,Consumer_Electronics,214,4173,17616,45,55,4.16,00:04:09,8.72,2.18,10.57,7.96,63.43,7.14,cellularoutfitter.com,2300000
42.09,Consumer_Electronics,656,16651,58930,96.1,3.9,3.09,00:02:27,15.93,0.81,2.42,11.92,67.56,1.35,speckproducts.com,739200
50.68,Consumer_Electronics,709,41444,65347,100,0,3.13,00:03:01,26.35,0,0.11,18,54.19,1.34,pjrc.com,627900
43.46,Consumer_Electronics,655,38007,58685,99.73,0.27,3.83,00:03:03,37.66,1.81,1.43,31.22,26.88,0.99,focalprice.com,680900
40.6,Consumer_Electronics,211,11613,45664,100,0,4.11,00:02:19,28.13,1.52,2.76,11.15,55.77,0.67,glyde.com,854700
54.82,Consumer_Electronics,326,8306,27387,96.18,3.82,5.12,00:04:00,38.13,0.22,2.18,14.61,44.24,0.63,audiogon.com,1500000
51,Consumer_Electronics,530,12153,46001,79.16,20.84,4.1,00:02:45,29.61,2.19,7.29,12.92,46.02,1.97,mcmelectronics.com,844000
55.26,Consumer_Electronics,65,6612,27884,99.8,0.2,3.08,00:02:21,41.95,0,5.76,7.42,44.32,0.54,youmail.com,1700000
60.85,Consumer_Electronics,2683,58478,90962,99.3,0.7,2.03,00:01:53,8.04,0,0.02,2.43,88.79,0.72,cctvcamerapros.com,552600
45.47,Consumer_Electronics,14,42,677,91.99,8.01,5.05,00:04:30,41.37,0.85,10.13,21.24,24.49,1.91,bt.com,49300000
48.48,Consumer_Electronics,676,18114,61059,87.29,12.71,3.25,00:02:24,19.43,0.63,1.77,15.44,55.29,7.43,incipio.com,701100
52.29,Consumer_Electronics,902,47121,85342,93.37,6.63,2.45,00:02:55,34.33,0.01,3.14,8.52,51.48,2.52,cellunlocker.net,584100
45.34,Consumer_Electronics,412,6367,27681,100,0,4.11,00:04:07,50.87,0.07,2.41,23.8,22.12,0.72,pagepluscellular.com,1400000
39.08,Consumer_Electronics,362,7149,31006,77.44,22.56,4.69,00:04:49,28.08,0.64,6.95,11.52,51.81,0.99,conns.com,1200000
35.46,Consumer_Electronics,5147,25128,70559,90.44,9.56,4.99,00:03:23,19.86,0.53,3.27,21.29,44.44,10.62,incase.com,454600
36.12,Consumer_Electronics,480,1739,42162,99.99,0.01,6.7,00:03:58,40.37,0,2.46,11.72,44.75,0.69,canuckaudiomart.com,807900
56.41,Consumer_Electronics,1231,34431,118459,53.1,46.9,2.55,00:02:32,25.83,15.66,2.41,15.46,39.49,1.15,harmanaudio.com,349700
66.44,Consumer_Electronics,1088,81786,102789,99.91,0.09,2.31,00:01:21,13.7,0.1,0.21,6.34,78.51,1.14,futurlec.com,447500
68.17,Consumer_Electronics,743,61687,108407,100,0,1.67,00:01:33,29.1,0.05,0.99,6.17,61.26,2.44,goodereader.com,518900
37.73,Consumer_Electronics,1522,5984,149248,100,0,5.42,00:05:35,34.34,1.38,2.67,25.03,35.88,0.7,greendust.com,165900
53.83,Consumer_Electronics,657,17956,59118,100,0,4.73,00:02:18,31.78,0.01,0.39,6.7,60.36,0.77,universal-radio.com,600500
47.71,Consumer_Electronics,208,29208,95009,87.96,12.04,2.97,00:02:31,17.24,2.71,2.88,11.73,63.73,1.71,case-mate.com,448800
59.96,Consumer_Electronics,1081,26166,102242,59.12,40.88,2.43,00:01:28,23.78,16.41,5.11,25.41,28.75,0.54,beachcamera.com,408000
38.99,Consumer_Electronics,2130,97901,213890,100,0,5.96,00:03:47,28.88,0.06,2.39,13.7,52.3,2.68,emotiv.com,111700
47.72,Consumer_Electronics,1091,28951,103158,80.6,19.4,3.01,00:02:00,15.33,2.1,0.21,6.66,75.49,0.21,cablestogo.com,361400
53,Consumer_Electronics,654,15329,58640,65.3,34.7,3.83,00:03:39,20.8,0.62,12.53,8.93,56.49,0.63,batteryjunction.com,647300
49.9,Consumer_Electronics,8010,32502,87894,99.92,0.08,3.09,00:02:03,18.83,0.01,4.02,8.52,65.15,3.48,headphone.com,427500
57.49,Consumer_Electronics,1326,50836,129106,94.74,5.26,2.88,00:01:47,17.49,0.1,0.54,6.59,75.08,0.2,l-com.com,288100
36.96,Consumer_Electronics,80,15230,61310,99.82,0.18,4.61,00:04:35,41.4,0.01,6.4,16.02,34.85,1.33,hamradio.com,580100
53.69,Consumer_Electronics,1577,41770,154629,89.99,10.01,3.51,00:03:06,30.6,0.5,6.8,23.99,36.81,1.3,gsmserver.com,217500
43.42,Consumer_Electronics,894,23500,84237,100,0,3.75,00:05:27,33.89,0,0.41,12.04,52.55,1.11,shopjimmy.com,435500
63.22,Consumer_Electronics,1829,47979,181421,45.87,54.13,2.48,00:01:37,27.67,29.71,2.25,6.19,33.61,0.57,focuscamera.com,209900
48.42,Consumer_Electronics,908,5221,79505,90.29,9.71,4.1,00:04:31,35.03,0.56,0.89,11.12,52.04,0.36,vectonemobile.co.uk,481700
45.61,Consumer_Electronics,1551,40561,151930,67.36,32.64,3.02,00:02:57,16.2,1.73,9.5,13.83,58.18,0.57,ritzcamera.com,227600
41.82,Consumer_Electronics,1758,22074,82553,74.12,25.88,4.94,00:03:28,26.6,0,0.8,12.17,54.79,5.63,dxengineering.com,398300
43.86,Consumer_Electronics,833,24025,78168,97.71,2.29,3.59,00:02:50,19.25,2.25,7.83,8.54,60.62,1.5,polkaudio.com,487600
53.12,Consumer_Electronics,1275,32294,123686,48.79,51.21,3.01,00:02:18,18,1.83,0.58,11.58,67.8,0.21,showmecables.com,297700
,Consumer_Electronics,,,,,,,,,,,,,,electronics-diy.com,
53.15,Consumer_Electronics,1891,50809,210884,99.92,0.08,3,00:02:42,23.86,1,3.94,10.45,59.98,0.78,worldsim.com,179900
41.1,Consumer_Electronics,899,16615,85160,99.99,0.01,5.22,00:05:41,31.74,0,0.53,14.75,52.95,0.02,humaxdigital.com,403100
58.14,Consumer_Electronics,1102,27017,104694,39.02,60.98,2.94,00:02:49,17.92,25.58,1.61,17.48,35.83,1.58,42photo.com,383900
42.66,Consumer_Electronics,1876,57157,187165,96.81,3.19,3.21,00:02:06,18.52,0,11.51,29.78,39.34,0.85,jlabaudio.com,184700
62.3,Consumer_Electronics,850,20083,79517,83.39,16.61,2.87,00:01:35,38.61,1.92,1.18,9.54,47.99,0.76,puretalkusa.com,531800
34.08,Consumer_Electronics,1366,35333,133701,89.91,10.09,4.25,00:01:46,17.32,0.02,1.5,17.02,60.91,3.22,icracked.com,239600
,Consumer_Electronics,,,,,,,,,,,,,,allelectronics.com,
35.71,Consumer_Electronics,10781,38435,119965,96.21,3.79,4.52,00:02:58,16.98,0,0.54,10.22,72.2,0.06,samsungparts.com,272500
52.57,Consumer_Electronics,167,54334,129021,100,0,2.37,00:01:26,15.21,0,0.03,64.39,17.37,3.01,cellsea.com,372000
2.46,Consumer_Electronics,1432,37717,139575,99.54,0.46,8.89,00:01:39,21.53,0,2.19,8.35,67.93,0,usell.com,210600
41.55,Consumer_Electronics,934,34603,125524,99.9,0.1,4.24,00:02:23,15.73,3.16,7.88,51.98,20.76,0.51,philips-store.com,245000
33.67,Consumer_Electronics,46,37337,113520,99.3,0.7,5.64,00:05:24,33.56,0.01,3.68,17.4,42.95,2.39,homeseer.com,250100
52.5,Consumer_Electronics,871,20190,81963,100,0,2.78,00:02:39,36.41,0.97,3.19,16.15,41.9,1.39,channelmaster.com,536600
45.72,Consumer_Electronics,1458,50317,142055,88.66,11.34,2.74,00:01:34,17.05,0.02,0.66,11.09,70.27,0.92,batteryspace.com,274100
76.95,Consumer_Electronics,2194,111363,220156,90.91,9.09,1.38,00:00:36,7.75,0,0.18,64.98,26.63,0.46,welectronics.com,224500
31.95,Consumer_Electronics,1399,9496,136477,75.61,24.39,3.7,00:01:45,21.3,16.74,1.29,5.35,55.25,0.07,mazumamobile.com,252600
70.23,Consumer_Electronics,776,28650,62611,100,0,1.71,00:01:44,38.11,0,0.49,25.35,26.57,9.48,glu.com,1100000
35.54,Consumer_Electronics,13822,39306,154133,48.78,51.22,3.26,00:01:29,20.19,0.98,3.73,8.04,66.52,0.53,cablewholesale.com,273800
40.97,Consumer_Electronics,1619,47027,160812,99.38,0.62,3.59,00:02:21,24.36,1.03,5.19,10.64,57.16,1.61,scosche.com,214500
42.7,Consumer_Electronics,2263,106339,226724,99.49,0.51,3.04,00:02:03,43.15,0.27,1.38,19.88,30.19,5.13,grovemade.com,127300
59.64,Consumer_Electronics,958,8713,90505,34.55,65.45,2.79,00:02:02,25.46,0.75,0.75,14.58,57.98,0.48,handtec.co.uk,463400
53.66,Consumer_Electronics,1957,59002,196310,89.9,10.1,2.27,00:01:24,21.97,0,1.5,10.76,64.48,1.29,sewelldirect.com,197700
50.2,Consumer_Electronics,3094,39243,140226,93.06,6.94,2.89,00:04:24,12.82,2.04,0.08,3.65,80.69,0.72,buytwowayradios.com,300200
37.22,Consumer_Electronics,1763,54110,176610,98.17,1.83,3.3,00:02:22,26.71,0.01,7.04,7.4,57.55,1.29,cobra.com,205800
24.9,Consumer_Electronics,1638,54076,162140,99.94,0.06,6.59,00:03:05,16.07,0,0.82,9.58,72,1.54,mightyskins.com,170400
45.11,Consumer_Electronics,15432,22598,171399,91.98,8.02,4.45,00:04:30,25.62,0.63,0.45,12.29,59.99,1.02,vesternet.com,157700
43.83,Consumer_Electronics,3938,17543,404888,100,0,3.44,00:01:59,11.23,0,1.67,5.78,80.54,0.77,themobilestore.in,58500
42.42,Consumer_Electronics,10582,477456,1179795,,,2.74,00:02:28,25.49,0,0,18.33,54.66,1.52,proporta.com,15600
42.14,Consumer_Electronics,1319,32867,128554,58.2,41.8,3.02,00:02:17,15.99,0.34,0.38,9.26,74.01,0.02,batterymart.com,293000
50.4,Consumer_Electronics,1946,378,194834,98.16,1.84,2.39,00:01:41,16.64,0,1.3,2.94,78.69,0.44,mygsm.me,208700
68.29,Consumer_Electronics,2944,38068,301376,100,0,2.72,00:02:32,42.31,0.39,0.27,38.18,18.8,0.04,pixmania.com,119100
33.96,Consumer_Electronics,1260,49813,122343,98.47,1.53,6.82,00:04:29,25.97,0,0.29,21.03,50.24,2.47,madisoundspeakerstore.com,206500
33.16,Consumer_Electronics,1412,35268,137459,55.43,44.57,4.7,00:04:02,36.8,0.32,0.54,18.74,37.48,6.12,accessories4less.com,217000
41.61,Consumer_Electronics,4697,195309,485145,98.91,1.09,3.32,00:03:02,35.59,0,0.32,7.47,55.78,0.85,ipevo.com,45200
14.21,Consumer_Electronics,2251,60176,225004,100,0,4.29,00:03:33,54.02,0.25,0.26,7.46,37.05,0.96,armorsuit.com,122400
24.61,Consumer_Electronics,2134,4076,214428,100,0,5.8,00:03:39,31.73,0,1.67,15.46,50.27,0.87,altronics.com.au,106900
47.2,Consumer_Electronics,7997,78961,857103,51.54,48.46,1.75,00:01:04,43.2,0,0,0.5,56.08,0.22,batterytrader.com,37800
47.08,Consumer_Electronics,2367,79536,238664,100,0,2.9,00:02:34,29.75,0,0.06,14.83,55.17,0.19,stellatech.com,138700
63.05,Consumer_Electronics,2270,73767,227580,96.41,3.59,1.5,00:01:02,8.39,0.03,0.09,3.58,87.92,0,repeaterstore.com,217900
33.06,Consumer_Electronics,12683,45038,145706,100,0,5.11,00:03:33,27.24,0.03,2.12,16.16,50.55,3.9,rammount.com,193500
33.92,Consumer_Electronics,4840,81116,215987,100,0,3.74,00:03:01,54.66,0,3.27,9.26,31.51,1.31,elecraft.com,126300
,Consumer_Electronics,,,,,,,,,,,,,,batteries.gr,
,Consumer_Electronics,,,,,,,,,,,,,,moon-audio.com,
55.52,Consumer_Electronics,3354,242595,345345,100,0,1.71,00:01:35,16.39,0,0,19.8,62.48,1.32,studio1productions.com,105200
37.29,Consumer_Electronics,1617,44197,160688,80.6,19.4,5.17,00:02:28,22.7,2.1,6.03,12.56,56.52,0.09,all-battery.com,172800
48.31,Consumer_Electronics,2426,64114,244911,55.74,44.26,2.78,00:01:08,16,0.81,3.57,6.07,73.5,0.04,firefold.com,138300
41.99,Consumer_Electronics,2011,75231,202310,99.3,0.7,2.92,00:02:13,28.71,0.44,0.11,6.29,63.71,0.74,simplyspeakers.com,185800
47.96,Consumer_Electronics,2176,7138,218973,100,0,3.27,00:01:44,9.41,0,0.45,4.58,85.39,0.18,comparecellular.ca,145900
43.25,Consumer_Electronics,314,6202,26369,32.91,67.09,3.64,00:03:49,14.75,2,1.96,7.81,73.31,0.16,factoryoutletstore.com,1600000
58.07,Consumer_Electronics,1949,66045,194953,83.6,16.4,2.89,00:02:01,21.25,1.92,2.02,8.09,66.54,0.17,220-electronics.com,196800
27.78,Consumer_Electronics,1857,54112,184658,100,0,4.2,00:03:45,24.74,0,0,17.26,56.92,1.07,uniden.com,161800
51.09,Consumer_Electronics,2175,59458,218825,68.36,31.64,2.33,00:01:21,8.25,7.59,9.32,21.57,52.69,0.58,accessorygeeks.com,182300
38.02,Consumer_Electronics,2496,32739,250982,80.74,19.26,4.27,00:02:25,30.34,1.76,1.6,23.06,41.33,1.92,caseable.com,118400
52.76,Consumer_Electronics,2575,98720,260343,100,0,1.68,00:01:05,14.55,0,0,3.41,81.87,0.17,gsmliberty.net,180700
38.77,Consumer_Electronics,2124,19665,213574,78.01,21.99,3.71,00:02:28,22.81,0.44,0,4.43,70.74,1.59,radioworld.co.uk,144900
33.97,Consumer_Electronics,4332,90298,192756,100,0,4.39,00:02:55,19.55,0,0.46,12.42,65.57,1.99,mesaboogie.com,148300
37.09,Consumer_Electronics,1532,62481,150468,99.94,0.06,4.43,00:03:17,13.67,0,0.14,8.75,75.43,2.01,thetubestore.com,202700
54.79,Consumer_Electronics,1148,35362,110881,98.84,1.16,3.78,00:01:44,21.23,0.15,8.93,8.6,57.41,3.68,needledoctor.com,359600
43.62,Consumer_Electronics,2879,117553,294347,100,0,2.16,00:01:24,20.9,0.01,0.11,6.48,70.4,2.1,expertgps.com,123700
41.32,Consumer_Electronics,1567,50162,153601,77.97,22.03,4.27,00:02:35,23.02,0.6,2.12,13.01,60.03,1.21,tubedepot.com,222000
42.88,Consumer_Electronics,1761,6765,192796,85.09,14.91,7.83,00:08:45,31.99,2.45,4.69,45.07,15.33,0.48,visirun.com,133500
32.93,Consumer_Electronics,1641,35033,162319,100,0,14.34,00:06:49,35.22,0,2.3,20.84,41.23,0.4,hificollective.co.uk,98800
46.1,Consumer_Electronics,1871,61855,186524,100,0,2.9,00:02:08,16.69,0,2.49,4.52,75.98,0.33,gpscity.com,175600
52.95,Consumer_Electronics,2059,78069,206500,100,0,2.48,00:01:34,21.65,0.03,0,13.54,61.93,2.84,skinomi.com,191600
60.25,Consumer_Electronics,22474,94672,250908,100,0,1.73,00:00:50,11.98,0,0.09,2.57,85.16,0.2,theledlight.com,171200
47.93,Consumer_Electronics,2389,97848,240724,100,0,2.41,00:01:34,15.56,0,0.11,10.06,73.02,1.25,lpgear.com,156400
35.49,Consumer_Electronics,4063,57403,181277,99.88,0.12,4.88,00:03:52,23.19,0.02,3.57,20.05,52.27,0.9,mfjenterprises.com,136800
30.8,Consumer_Electronics,2460,96281,247575,100,0,5.3,00:03:59,30.8,0.12,5.19,17.28,44.46,2.15,senacases.com,92700
47.65,Consumer_Electronics,1183,28439,114117,90.24,9.76,6.05,00:04:11,14.5,0.81,5.71,24.34,54.52,0.11,electronicexpress.com,240900
32.76,Consumer_Electronics,1667,41811,166179,69.55,30.45,4.31,00:01:54,15.12,1.48,1.34,18.15,63.56,0.35,buybackworld.com,183900
48.86,Consumer_Electronics,1773,17958,177021,76.49,23.51,2.75,00:02:01,16.83,0.61,1.12,14.35,66.83,0.28,conrad-electronic.co.uk,213700
60.36,Consumer_Electronics,4510,58075,201250,84.24,15.76,1.86,00:01:59,12.77,0.46,0.12,5.96,77.74,2.96,wilsonamplifiers.com,233600
37.53,Consumer_Electronics,248,72053,183807,98.43,1.57,2.7,00:01:28,3.61,1.12,0,1.07,94.2,0,ringophone.com,226000
48.67,Consumer_Electronics,1155,26977,111415,38.87,61.13,4.58,00:03:57,10.22,0.05,11.35,8.08,69.96,0.34,hdaccessory.com,290000
61.16,Consumer_Electronics,1200,27864,115308,57.44,42.56,1.72,00:01:49,31.45,0.77,13.02,10.06,44.69,0,wirelessemporium.com,420900
32.8,Consumer_Electronics,1202,30574,115528,79.17,20.83,4.75,00:02:30,29.88,0,16.26,11.34,42.38,0.14,audioadvisor.com,274800
18.55,Consumer_Electronics,1517,40381,148390,100,0,8.18,00:03:50,35.74,0,6.75,22.69,27.2,7.62,xtremeguard.com,142000
44.92,Consumer_Electronics,3124,101241,320289,95.4,4.6,2.27,00:01:15,7.03,0.04,0,2.64,90.29,0,headsetplus.com,110800
59.33,Consumer_Electronics,3446,91307,354518,41.24,58.76,2.62,00:01:36,15.58,0.61,4.64,7.03,71.92,0.23,pcnation.com,75200
27.1,Consumer_Electronics,1856,73991,184589,100,0,4.07,00:04:12,18.36,0,0.86,13.43,66.63,0.71,turntableneedles.com,191500
